Blue Ban 1,Red Ban 1,Blue Ban 2,Red Ban 2,Blue Ban 3,Red Ban 3,Blue Pick 1,Red Pick 1,Red Pick 2,Blue Pick 2,Blue Pick 3,Red Pick 3,Red Ban 4,Blue Ban 4,Red Ban 5,Blue Ban 5,Red Pick 4,Blue Pick 4,Blue Pick 5,Red Pick 5
Elise,Kassadin,Sett,Zoe,Olaf,Aphelios,Renekton,Varus,Ornn,Miss Fortune,Sejuani,Jarvan IV,Azir,Rumble,Blitzcrank,Thresh,Leona,Braum,Corki,Aurelion Sol
Thresh,Aphelios,Jarvan IV,Zoe,Elise,Senna,LeBlanc,Varus,Renekton,Ashe,Gangplank,Lissandra,Olaf,Bard,Tahm Kench,Lee Sin,Rek'Sai,Sylas,Braum,Morgana
Kassadin,Thresh,Elise,Taric,Varus,Aphelios,Kalista,Senna,Tahm Kench,Zoe,Pyke,Renekton,Ornn,Azir,Rek'Sai,Mordekaiser,Lee Sin,Aatrox,Olaf,Sylas
Elise,Aphelios,Sett,Lee Sin,Olaf,,Varus,Miss Fortune,Jarvan IV,Trundle,Renekton,Aatrox,Kassadin,Zoe,Azir,Lissandra,Rumble,Nautilus,LeBlanc,Leona
Zoe,Aphelios,Mordekaiser,Renekton,Varus,Sett,Senna,Kalista,Elise,Tahm Kench,Olaf,Taric,Sylas,Irelia,Azir,Pantheon,Ornn,LeBlanc,Aatrox,Qiyana
Jarvan IV,Akali,Gragas,Elise,Qiyana,Aphelios,Zoe,Miss Fortune,Olaf,Lee Sin,Senna,Rumble,Gangplank,Nautilus,Tahm Kench,Leona,Braum,Rakan,Mordekaiser,Ornn
Rumble,Aphelios,Jarvan IV,Zoe,Sett,Taric,Renekton,Varus,Olaf,Miss Fortune,Syndra,Kassadin,Rek'Sai,Thresh,Lee Sin,Ornn,Wukong,Nautilus,Elise,Leona
Sett,Senna,Elise,Wukong,Thresh,Varus,Aphelios,Jarvan IV,Miss Fortune,Renekton,Braum,Ornn,Corki,Rumble,LeBlanc,Diana,Azir,Sejuani,Zoe,Leona
Renekton,Aphelios,Zoe,Kalista,Rumble,LeBlanc,Varus,Jarvan IV,Wukong,Mordekaiser,Thresh,Miss Fortune,Trundle,Nautilus,Olaf,Blitzcrank,Morgana,Rek'Sai,Azir,Corki
Kalista,Sett,Rumble,Maokai,Lucian,Varus,Senna,Aphelios,Lee Sin,Rek'Sai,Nautilus,Leona,Syndra,Neeko,Zoe,Kennen,LeBlanc,Lissandra,Renekton,Quinn
Sett,Aphelios,Zoe,Taric,Senna,Olaf,Varus,Kalista,Renekton,Tahm Kench,Ornn,Thresh,LeBlanc,Elise,Sejuani,Azir,Rek'Sai,Gragas,Qiyana,Sylas
Wukong,Senna,Jarvan IV,Lucian,Trundle,Jayce,Kalista,Aphelios,Ornn,Lee Sin,Syndra,Zoe,Taric,Rek'Sai,Ezreal,Olaf,Xin Zhao,Varus,Thresh,Braum
Elise,Kassadin,Sett,Renekton,Olaf,Aphelios,Aatrox,Kalista,Thresh,Miss Fortune,Blitzcrank,Ornn,Azir,Rumble,Corki,Jarvan IV,Pantheon,Sejuani,Cassiopeia,Ekko
Senna,Aphelios,Zoe,Jarvan IV,Varus,Kalista,Miss Fortune,Renekton,Kai'Sa,Wukong,Braum,Rakan,Rumble,Azir,Olaf,Elise,Rek'Sai,Pantheon,Ekko,Syndra
Kalista,Aphelios,Neeko,Elise,Rumble,Sett,Miss Fortune,Senna,Lee Sin,Olaf,Zoe,LeBlanc,Renekton,Tahm Kench,Yuumi,Nautilus,Taric,Ornn,Karma,Aatrox
Gragas,Akali,Lucian,Renekton,Qiyana,Elise,Lee Sin,Miss Fortune,Jarvan IV,Senna,Leona,Nautilus,LeBlanc,Gangplank,Ornn,Rumble,Zoe,Aatrox,Diana,Jax
Kindred,Sett,Lee Sin,Senna,Sylas,Elise,Aphelios,Leona,Ornn,Jarvan IV,Aatrox,Miss Fortune,Braum,LeBlanc,Thresh,Olaf,Zoe,Rumble,Rakan,Rek'Sai
Olaf,Senna,Rek'Sai,Sett,Ornn,LeBlanc,Aphelios,Miss Fortune,Lee Sin,Elise,Zoe,Orianna,Renekton,Gangplank,Fiora,Mordekaiser,Aatrox,Irelia,Nautilus,Leona
Rumble,Aphelios,Olaf,Zoe,Mordekaiser,Elise,Renekton,Nautilus,Sett,Varus,Thresh,Kai'Sa,Ekko,Kled,Gragas,Lissandra,Lee Sin,LeBlanc,Rek'Sai,Blitzcrank
Rek'Sai,Olaf,Sejuani,Sett,Ornn,Renekton,Aphelios,Miss Fortune,Jarvan IV,Thresh,Trundle,Nautilus,LeBlanc,Fiora,Mordekaiser,Rumble,Aatrox,Azir,Kennen,Zoe
Elise,Ornn,Renekton,Sett,Senna,Rek'Sai,Aphelios,Miss Fortune,Nautilus,Leona,Lee Sin,Zoe,LeBlanc,Olaf,Sylas,Jarvan IV,Aatrox,Syndra,Kennen,Gragas
Kalista,Elise,Thresh,Senna,Olaf,Aphelios,Jarvan IV,Sett,Kai'Sa,Renekton,Varus,Mordekaiser,Kassadin,Azir,Braum,Rek'Sai,Kindred,Nautilus,LeBlanc,Galio
LeBlanc,Olaf,Syndra,Thresh,Sett,Renekton,Aphelios,Elise,Pantheon,Jarvan IV,Zoe,Senna,Leona,Tahm Kench,Nautilus,Galio,Lucian,Ornn,Volibear,Aatrox
LeBlanc,Olaf,Senna,Ornn,Aphelios,Sett,Elise,Zoe,Lee Sin,Miss Fortune,Nautilus,Caitlyn,Pantheon,Thresh,Qiyana,Morgana,Tahm Kench,Varus,Camille,Renekton
Jarvan IV,Kalista,Wukong,Sett,Aphelios,Senna,Varus,Miss Fortune,Ornn,Zoe,Thresh,Leona,Olaf,Azir,Elise,Irelia,Rek'Sai,Trundle,Renekton,Syndra
Sylas,Aphelios,Olaf,Senna,Kindred,Zoe,Sett,Aatrox,Elise,Sejuani,Miss Fortune,Caitlyn,Nautilus,Morgana,Leona,Tahm Kench,Thresh,Irelia,Braum,Azir
Ornn,Elise,Gragas,Sett,Olaf,Aphelios,Rek'Sai,Senna,Jarvan IV,Zoe,Varus,Nautilus,Yuumi,LeBlanc,Leona,Rumble,Lissandra,Thresh,Renekton,Mordekaiser
Sett,Rek'Sai,Ornn,Elise,Olaf,Aphelios,Senna,Miss Fortune,Jarvan IV,Nautilus,Maokai,Janna,Qiyana,LeBlanc,Gragas,Zoe,Kassadin,Lucian,Sylas,Leona
Pantheon,Akali,Elise,Qiyana,Rumble,Lucian,Aphelios,Jarvan IV,Leona,Gragas,Renekton,Miss Fortune,Thresh,Mordekaiser,Yasuo,Ornn,Aatrox,Braum,Irelia,LeBlanc
Pantheon,Akali,Rumble,Aphelios,Varus,Lucian,Miss Fortune,Elise,Senna,Gragas,Jayce,Braum,Mordekaiser,Irelia,Nautilus,Camille,Qiyana,Leona,Ornn,Fiora
Elise,Aphelios,Olaf,Varus,Senna,Kalista,Sett,Renekton,Miss Fortune,Jarvan IV,Kai'Sa,Azir,Rumble,Thresh,Zoe,Nautilus,Kindred,LeBlanc,Aatrox,Braum
Jarvan IV,Varus,LeBlanc,Kalista,Syndra,Thresh,Aphelios,Wukong,Neeko,Zoe,Rek'Sai,Bard,Jax,Kassadin,Nautilus,Olaf,Jayce,Malphite,Braum,Sett
Zoe,Senna,Renekton,Aphelios,Sejuani,Olaf,Varus,Sett,Jarvan IV,Ornn,Thresh,Kai'Sa,Lee Sin,Mordekaiser,Irelia,Kassadin,Nautilus,Rek'Sai,Azir,Corki
Irelia,Akali,Pantheon,Rumble,Lucian,Olaf,Aphelios,Elise,Mordekaiser,Qiyana,Thresh,Jayce,LeBlanc,Nautilus,Gragas,Leona,Xayah,Orianna,Camille,Rakan
Olaf,Zoe,Pantheon,Aphelios,Renekton,Sett,Sejuani,Trundle,Mordekaiser,Irelia,Sylas,Kled,Varus,Blitzcrank,Senna,Nautilus,Kalista,Leona,Miss Fortune,Braum
Jarvan IV,Kalista,Renekton,Wukong,Varus,Elise,Aphelios,Ornn,Senna,Sett,Thresh,Nautilus,Azir,Syndra,LeBlanc,Zoe,Gragas,Sylas,Olaf,Lucian
Syndra,Varus,Bard,Kalista,LeBlanc,Wukong,Trundle,Renekton,Neeko,Senna,Tahm Kench,Pyke,Sylas,Elise,Ornn,Gragas,Lee Sin,Corki,Aatrox,Kassadin
Azir,Pantheon,Cassiopeia,Thresh,Aphelios,Kalista,Jarvan IV,Trundle,Taric,Galio,Renekton,Corki,Xayah,Ornn,Miss Fortune,Wukong,Varus,Ashe,Nautilus,Mordekaiser
Senna,Aphelios,Elise,Sett,Azir,Olaf,Renekton,Varus,Sejuani,Kalista,Jarvan IV,Braum,Thresh,Zoe,Galio,Corki,Aatrox,Rumble,Leona,Mordekaiser
Kindred,Sett,Sylas,Aphelios,Lee Sin,Senna,Ornn,Mordekaiser,LeBlanc,Miss Fortune,Jarvan IV,Rek'Sai,Rumble,Thresh,Zoe,Caitlyn,Xayah,Galio,Rakan,Nautilus
Jarvan IV,Aphelios,Pantheon,Senna,Varus,Kalista,Renekton,Wukong,Miss Fortune,Elise,Zoe,Olaf,Kai'Sa,Rumble,Ezreal,Thresh,Aurelion Sol,Xayah,Rakan,Alistar
Varus,Kalista,Elise,Wukong,Sett,Senna,Aphelios,Miss Fortune,Leona,Jarvan IV,Braum,Lee Sin,Ornn,Kassadin,Renekton,Sylas,Mordekaiser,Rumble,Azir,Corki
Aurelion Sol,Akali,Cassiopeia,Mordekaiser,Elise,Lucian,Rumble,Leona,Aphelios,Senna,Braum,Renekton,Ornn,Nidalee,Irelia,Gragas,Jarvan IV,Qiyana,Aatrox,Zilean
LeBlanc,Wukong,Varus,Aphelios,Renekton,Kalista,Jarvan IV,Miss Fortune,Trundle,Kai'Sa,Nautilus,Leona,Syndra,Kassadin,Zoe,Aatrox,Corki,Azir,Sett,Jax
Karma,Sett,Ornn,Senna,LeBlanc,Olaf,Elise,Renekton,Lee Sin,Zoe,Aatrox,Syndra,Kalista,Thresh,Varus,Morgana,Miss Fortune,Leona,Lucian,Nautilus
Poppy,Sejuani,Senna,Elise,Yuumi,Thresh,Kalista,Aphelios,Trundle,Jarvan IV,Taric,Braum,Rumble,Kassadin,Aatrox,Zoe,Ornn,Mordekaiser,Azir,Corki
Miss Fortune,Aphelios,Renekton,Senna,Sett,Lee Sin,Kalista,Jarvan IV,Varus,Elise,Nautilus,Tahm Kench,Pantheon,Azir,Qiyana,Aatrox,Ornn,Mordekaiser,Irelia,Galio
Renekton,Aphelios,Thresh,Senna,Rumble,Zoe,Sett,Varus,Jarvan IV,Elise,Miss Fortune,Maokai,Leona,Kassadin,Aatrox,Nautilus,Azir,Corki,Bard,Blitzcrank
Lucian,LeBlanc,Syndra,Renekton,Vayne,Taric,Kalista,Aphelios,Sett,Ornn,Rek'Sai,Braum,Rakan,Trundle,Bard,Olaf,Nidalee,Thresh,Azir,Jayce
Jarvan IV,Senna,Thresh,Taric,Varus,Aphelios,Olaf,Sett,Miss Fortune,Kalista,Renekton,Azir,Kassadin,Trundle,LeBlanc,Maokai,Rek'Sai,Corki,Nautilus,Ornn
Renekton,Aphelios,Kassadin,Senna,Thresh,Sett,Miss Fortune,Jarvan IV,Varus,Nautilus,Pantheon,Leona,Elise,Rumble,Gragas,Mordekaiser,Zoe,LeBlanc,Aatrox,Ornn
LeBlanc,Aphelios,Irelia,Olaf,Zoe,Lee Sin,Senna,Sett,Jarvan IV,Tahm Kench,Sejuani,Varus,Renekton,Rumble,Mordekaiser,Neeko,Thresh,Azir,Kled,Taliyah
Kassadin,Elise,Zoe,Aphelios,Jarvan IV,Renekton,Sett,Miss Fortune,Sejuani,Olaf,Kai'Sa,Aatrox,Blitzcrank,Thresh,Diana,Azir,Nautilus,Ornn,Rumble,Corki
Diana,Aphelios,Pantheon,Sett,Elise,Renekton,Olaf,Varus,Ornn,Lucian,Braum,Thresh,LeBlanc,Lee Sin,Zoe,Aurelion Sol,Rumble,Aatrox,Azir,Kindred
Rumble,Aphelios,Olaf,Zoe,Mordekaiser,Renekton,Varus,Sett,Miss Fortune,Aatrox,Thresh,Nautilus,LeBlanc,Kled,Sejuani,Diana,Elise,Qiyana,Ekko,Pantheon
Elise,Ornn,Renekton,Sett,Senna,Rek'Sai,Aphelios,Miss Fortune,Jarvan IV,Lee Sin,Nautilus,Rumble,Zoe,Leona,LeBlanc,Thresh,Braum,Aatrox,Sylas,Kennen
Kalista,Aphelios,LeBlanc,Renekton,Elise,Jarvan IV,Senna,Wukong,Varus,Sett,Syndra,Thresh,Olaf,Ekko,Malphite,Kassadin,Rek'Sai,Lee Sin,Nautilus,Galio
Elise,Kalista,Sett,Senna,LeBlanc,Varus,Aphelios,Syndra,Ornn,Wukong,Braum,Thresh,Trundle,Rek'Sai,Sejuani,Lucian,Graves,Azir,Lee Sin,Corki
Wukong,Senna,Jarvan IV,Lucian,Trundle,Jayce,Kalista,Aphelios,Aatrox,Lee Sin,Syndra,Rek'Sai,Taric,LeBlanc,Thresh,Rumble,Zoe,Ezreal,Braum,Rakan
Azir,Pantheon,Trundle,Kalista,Sejuani,Wukong,Aphelios,Thresh,Jarvan IV,Nautilus,Sett,Varus,Olaf,Zoe,Graves,LeBlanc,Mordekaiser,Ekko,Nocturne,Lissandra
Renekton,Aphelios,Thresh,Senna,Rumble,Zoe,Sett,Varus,Jarvan IV,Kai'Sa,Aatrox,Nautilus,Elise,Kassadin,Gragas,Corki,Azir,Qiyana,Sylas,Maokai
Senna,Sett,Nautilus,Zoe,Elise,Ornn,Aphelios,Miss Fortune,Aatrox,Kindred,Karma,Gragas,Mordekaiser,Yasuo,Thresh,Pantheon,Leona,Rakan,Renekton,Sylas
LeBlanc,Akali,Irelia,Mordekaiser,Renekton,Rumble,Lucian,Aphelios,Qiyana,Leona,Elise,Nautilus,Ornn,Gragas,Jayce,Vladimir,Cassiopeia,Miss Fortune,Kennen,Camille
Syndra,Varus,LeBlanc,Kalista,Jarvan IV,Thresh,Aphelios,Wukong,Neeko,Rek'Sai,Sett,Bard,Zoe,Olaf,Malphite,Kassadin,Lee Sin,Sylas,Nautilus,Pantheon
Lucian,Senna,Elise,Aphelios,Akali,Olaf,Rumble,Qiyana,Nautilus,Jarvan IV,Miss Fortune,Mordekaiser,Cassiopeia,Braum,Thresh,Tahm Kench,Kai'Sa,Leona,Kennen,Camille
Elise,Akali,Gangplank,Jarvan IV,Qiyana,Olaf,Aphelios,Gragas,Lucian,Rek'Sai,Rumble,Miss Fortune,Braum,Leona,Ornn,Mordekaiser,Nautilus,Thresh,Sett,Vladimir
Pantheon,Aphelios,Wukong,Kassadin,Mordekaiser,Renekton,Varus,Aatrox,Miss Fortune,Jarvan IV,Sett,Zoe,LeBlanc,Thresh,Rumble,Olaf,Elise,Nautilus,Diana,Taric
LeBlanc,Sett,Miss Fortune,Renekton,Senna,Aphelios,Aatrox,Elise,Nautilus,Pantheon,Ekko,Ezreal,Kalista,Qiyana,Sivir,Irelia,Lissandra,Kai'Sa,Leona,Camille
LeBlanc,Aphelios,Irelia,Olaf,Zoe,Lee Sin,Senna,Sett,Jarvan IV,Sejuani,Tahm Kench,Varus,Mordekaiser,Rumble,Ornn,Neeko,Thresh,Renekton,Azir,Syndra
Pantheon,Akali,Qiyana,Lucian,Varus,Rumble,Aphelios,Miss Fortune,Leona,Thresh,Ornn,Mordekaiser,Jarvan IV,Ryze,Olaf,Gragas,LeBlanc,Elise,Irelia,Lee Sin
Irelia,Aphelios,Sejuani,Senna,Varus,Sett,Renekton,Miss Fortune,Jarvan IV,Kalista,Taric,Aatrox,Sylas,Kassadin,Elise,Yuumi,Alistar,LeBlanc,Lee Sin,Lissandra
Senna,Sett,Tahm Kench,Jarvan IV,Aphelios,Kalista,Trundle,Varus,Ekko,Miss Fortune,Nautilus,Leona,Ornn,Gangplank,Mordekaiser,Irelia,Wukong,Maokai,Azir,Kassadin
LeBlanc,Aphelios,Sylas,Zoe,Syndra,Renekton,Sett,Ornn,Senna,Varus,Braum,Rumble,Olaf,Jarvan IV,Rek'Sai,Tahm Kench,Lee Sin,Gragas,Irelia,Mordekaiser
Karma,Aphelios,Olaf,Sett,Zoe,Irelia,Elise,Renekton,Senna,Varus,Aatrox,Tahm Kench,Thresh,Sejuani,Blitzcrank,Jarvan IV,Gragas,Yuumi,Jayce,Lucian
Kalista,Irelia,Mordekaiser,Varus,Elise,Trundle,Wukong,Aphelios,Ornn,Miss Fortune,Jarvan IV,Kindred,Syndra,Taric,Zoe,Braum,LeBlanc,Nautilus,Sylas,Thresh
Rek'Sai,Olaf,Jarvan IV,Sett,Senna,Ornn,Aphelios,Renekton,Sejuani,Lee Sin,Rumble,Miss Fortune,Thresh,Leona,Mordekaiser,Sylas,Nautilus,Morgana,Maokai,Azir
Elise,Aphelios,Sett,Renekton,Olaf,Sejuani,Varus,Miss Fortune,Jarvan IV,Tahm Kench,Lee Sin,Rakan,Kassadin,Zoe,Aatrox,Mordekaiser,Ornn,Maokai,Syndra,Ekko
Irelia,LeBlanc,Zoe,Sett,Senna,Aphelios,Renekton,Miss Fortune,Nautilus,Sylas,Varus,Jarvan IV,Thresh,Gangplank,Tahm Kench,Mordekaiser,Ornn,Braum,Lucian,Syndra
Zoe,Rumble,Senna,Thresh,Taliyah,Olaf,Sett,Renekton,Elise,Aphelios,Azir,Leona,Nautilus,Irelia,Morgana,Pantheon,Kalista,Ornn,Rek'Sai,Lucian
Jarvan IV,Aphelios,Thresh,Taric,Varus,Kalista,Senna,Renekton,Sett,Tahm Kench,Azir,Miss Fortune,Ornn,Kassadin,Aatrox,LeBlanc,Corki,Gangplank,Lee Sin,Trundle
