Blue Ban 1,Red Ban 1,Blue Ban 2,Red Ban 2,Blue Ban 3,Red Ban 3,Blue Pick 1,Red Pick 1,Red Pick 2,Blue Pick 2,Blue Pick 3,Red Pick 3,Red Ban 4,Blue Ban 4,Red Ban 5,Blue Ban 5,Red Pick 4,Blue Pick 4,Blue Pick 5,Red Pick 5
Ziggs,Sylas,Thresh,Lee Sin,Olaf,Xin Zhao,Viego,Gwen,Leona,Ezreal,Kennen,Orianna,LeBlanc,Aphelios,Volibear,Kindred,Trundle,Rell,Viktor,Twitch
Renekton,Ziggs,Thresh,LeBlanc,Viego,Lee Sin,Akali,Aphelios,Gwen,Xin Zhao,Camille,Nautilus,Varus,Jax,Kalista,Lucian,Olaf,Ashe,Leona,Zoe
Akali,Renekton,Diana,Nocturne,LeBlanc,Xin Zhao,Viego,Lee Sin,Nautilus,Leona,Olaf,Gwen,Ezreal,Varus,Ziggs,Nidalee,Draven,Aphelios,Twisted Fate,Volibear
Viego,Lee Sin,Varus,Xin Zhao,Gwen,Olaf,Renekton,Aphelios,Thresh,Diana,Lucian,Volibear,Tahm Kench,Sylas,Ashe,LeBlanc,Azir,Ziggs,Leona,Jayce
Twisted Fate,Zoe,Azir,Renekton,Camille,Taliyah,Olaf,Kai'Sa,Pantheon,Syndra,Xayah,Rell,Alistar,Orianna,Thresh,Viktor,Ekko,Rakan,Gnar,Gangplank
Olaf,Tristana,Lillia,Thresh,Nidalee,Zoe,Kai'Sa,Azir,Hecarim,Udyr,Orianna,Xayah,Gragas,Quinn,Renekton,Gnar,Rell,Alistar,Sion,Aatrox
Renekton,Nocturne,Lucian,Sett,Varus,Karma,Lee Sin,Viego,Xin Zhao,Thresh,Aphelios,Lulu,Orianna,Ziggs,Volibear,Leona,Senna,Ryze,Rumble,Heimerdinger
Zoe,Renekton,Twisted Fate,Pantheon,Rell,Olaf,Kai'Sa,Thresh,Lillia,Orianna,Gragas,Aphelios,Graves,Azir,Kindred,Syndra,Lucian,Gnar,Udyr,Gangplank
Thresh,Ziggs,Diana,Irelia,Olaf,Xin Zhao,Gwen,Viego,Lee Sin,Volibear,Lucian,LeBlanc,Braum,Sett,Tristana,Taric,Leona,Kalista,Nautilus,Aphelios
Ziggs,Xin Zhao,Lee Sin,Viego,Nocturne,Lucian,Renekton,Diana,Varus,Rumble,Jhin,Jayce,Wukong,Leona,Alistar,Twisted Fate,Ryze,Rell,Sett,Gragas
Renekton,Olaf,Lucian,Taliyah,Gragas,Twisted Fate,Pantheon,Alistar,Kalista,Camille,Galio,Volibear,Miss Fortune,Lillia,Syndra,Nidalee,Dr. Mundo,Kai'Sa,Orianna,Azir
Lillia,Twisted Fate,Xayah,Thresh,Caitlyn,Graves,Rell,Hecarim,Tristana,Udyr,Kai'Sa,Alistar,Sion,Orianna,,Zoe,Ryze,Renekton,Seraphine,Gnar
Twisted Fate,Hecarim,Zoe,Kai'Sa,Varus,Thresh,Udyr,Tristana,Alistar,Jinx,Gragas,Olaf,Azir,Galio,Viktor,Jayce,Orianna,Syndra,Renekton,Gnar
Nidalee,Olaf,Lillia,Kai'Sa,Zoe,Renekton,Udyr,Graves,Azir,Gnar,Viktor,Tristana,Samira,Alistar,Thresh,Rell,Leona,Lucian,Seraphine,Gangplank
Gnar,Udyr,Lillia,Rell,Graves,Seraphine,Olaf,Gragas,Syndra,Azir,Renekton,Hecarim,Kalista,Kai'Sa,Varus,Senna,Jinx,Aphelios,Thresh,Tahm Kench
Xin Zhao,Renekton,Ryze,Lucian,Diana,Viego,Varus,Ziggs,Lee Sin,Rumble,Sett,Jayce,Sylas,LeBlanc,Twisted Fate,Zoe,Akali,Irelia,Leona,Braum
Zoe,Renekton,Twisted Fate,Rumble,Thresh,Gnar,Hecarim,Rell,Udyr,Alistar,Kai'Sa,Vayne,Kassadin,Sylas,Orianna,Lucian,Sion,Viktor,Jayce,Ryze
Lucian,Xin Zhao,Renekton,Varus,Jayce,Akali,Nocturne,Gwen,Viego,Camille,Kalista,Tristana,Thresh,Leona,LeBlanc,Nautilus,Alistar,Orianna,Galio,Ziggs
Lee Sin,Thresh,Ziggs,Renekton,Nocturne,Xin Zhao,Rumble,Diana,Sett,Viego,Ezreal,Lucian,Camille,Rakan,Alistar,Varus,Leona,Rell,Sylas,Brand
Azir,Udyr,Olaf,Seraphine,Hecarim,Senna,Rell,Kai'Sa,Skarner,Tristana,Gnar,Jayce,Twisted Fate,Alistar,Jarvan IV,Pantheon,Syndra,Dr. Mundo,Sylas,Rakan
Camille,Akali,Lee Sin,Xin Zhao,Viego,LeBlanc,Gwen,Aphelios,Olaf,Volibear,Sylas,Jax,Samira,Ryze,Ezreal,Thresh,Zoe,Kai'Sa,Nautilus,Braum
Ziggs,Kalista,Thresh,Renekton,Jayce,Diana,Leona,Lee Sin,Twisted Fate,Ezreal,Irelia,Gnar,Rumble,Aphelios,Syndra,Varus,Tristana,Ryze,Xin Zhao,Karma
Kai'Sa,Pantheon,Camille,Taliyah,Akali,Thresh,Olaf,Renekton,Lillia,Gragas,Twisted Fate,Tristana,Ashe,Samira,Senna,Ezreal,Jhin,Alistar,Sivir,Leona
Lucian,Thresh,Tristana,Viego,Gwen,Xin Zhao,Varus,Kalista,Lee Sin,Rumble,Sett,LeBlanc,Irelia,Dr. Mundo,Sylas,Renekton,Sejuani,Alistar,Yone,Gragas
Samira,Gragas,Akali,Pantheon,Olaf,Renekton,Taliyah,Alistar,Nidalee,Camille,Jhin,Kai'Sa,Galio,Lucian,Twisted Fate,Kennen,Gnar,Sett,Yone,Orianna
Trundle,Irelia,Ziggs,Lulu,Thresh,Xin Zhao,Viego,Lucian,Varus,Renekton,Akali,Fiddlesticks,Ezreal,Galio,Tristana,Lee Sin,Dr. Mundo,Alistar,Jinx,Nautilus
Thresh,Renekton,Ezreal,Akali,Gwen,Lucian,Karma,Lulu,Xin Zhao,Hecarim,Orianna,Kai'Sa,Senna,Sylas,Kalista,Alistar,Azir,Tristana,Leona,Nautilus
Ziggs,Renekton,Jayce,Thresh,Diana,Ryze,Lucian,Leona,Lee Sin,Rumble,Gnar,LeBlanc,Rakan,Irelia,Kalista,Kennen,Ezreal,Varus,Gragas,Gangplank
Gragas,Kai'Sa,Lillia,Udyr,Gnar,Hecarim,Tristana,Renekton,Nidalee,Rumble,Thresh,Alistar,Olaf,Samira,Graves,Xayah,Jinx,Skarner,Jayce,Lucian
Akali,Renekton,Diana,Nocturne,LeBlanc,Karma,Viego,Xin Zhao,Nautilus,Olaf,Sett,Gwen,Jayce,Draven,Twisted Fate,Lulu,Ziggs,Varus,Orianna,Lucian
Kalista,Lillia,Thresh,Hecarim,Renekton,Gnar,Udyr,Rell,Olaf,Tristana,Alistar,Kai'Sa,Aatrox,Cho'Gath,Syndra,Orianna,Azir,Zoe,Sion,Ornn
Udyr,Lucian,Tristana,Renekton,Seraphine,Thresh,Hecarim,Kai'Sa,Lillia,Senna,Tahm Kench,Azir,Orianna,Rell,Viktor,Gragas,Gnar,Corki,Sion,Alistar
Senna,Thresh,Nidalee,Tristana,Lillia,Seraphine,Rell,Gragas,Kai'Sa,Hecarim,Jinx,Graves,Orianna,Alistar,Zoe,Syndra,Azir,Viktor,Gnar,Lulu
Diana,Xin Zhao,Gnar,Nocturne,LeBlanc,Jayce,Ziggs,Lucian,Renekton,Viego,Volibear,Yuumi,Sett,Nidalee,Nautilus,Rumble,Olaf,Ryze,Leona,Akali
Karma,Renekton,Sett,Lucian,Akali,Ezreal,Udyr,Thresh,Rumble,Lee Sin,Leona,Jinx,Varus,Gnar,Orianna,Nocturne,Viego,Kai'Sa,Azir,Zoe
Lulu,Renekton,Volibear,Diana,Irelia,LeBlanc,Xin Zhao,Thresh,Viego,Aphelios,Braum,Varus,Ryze,Camille,Ekko,Syndra,Jayce,Twisted Fate,Wukong,Azir
Kalista,Udyr,Twisted Fate,Gangplank,Thresh,Rell,Kai'Sa,Lillia,Renekton,Olaf,Gragas,Vayne,Alistar,Braum,Nautilus,Leona,Rakan,Seraphine,Azir,Ryze
Viego,Lee Sin,Varus,Xin Zhao,Irelia,Jayce,Aphelios,Gwen,Ashe,Olaf,Thresh,Leona,Ryze,Trundle,LeBlanc,Volibear,Renekton,Tahm Kench,Orianna,Lucian
Seraphine,Udyr,Syndra,Olaf,Thresh,Senna,Gragas,Rell,Azir,Lillia,Kai'Sa,Hecarim,Orianna,Samira,Gangplank,Renekton,Tristana,Pantheon,Yone,Camille
Nocturne,Akali,Viego,Karma,Renekton,Sett,Xin Zhao,Volibear,Gwen,Lulu,Lee Sin,Sylas,Ryze,Varus,Kog'Maw,Thresh,Ezreal,Kalista,Rakan,Braum
Olaf,Rell,Senna,Udyr,Seraphine,Pantheon,Kai'Sa,Caitlyn,Lillia,Hecarim,Renekton,Morgana,Syndra,Tristana,Orianna,Gragas,Gnar,Azir,Nautilus,Viktor
Alistar,Ziggs,Trundle,Syndra,Viktor,Xin Zhao,Lucian,Thresh,Viego,Kalista,Tahm Kench,Orianna,Gragas,Lee Sin,Diana,Jinx,Aphelios,Mordekaiser,Gwen,Kennen
Twisted Fate,Pantheon,Renekton,Thresh,Taliyah,Olaf,Camille,Akali,Graves,Kai'Sa,Syndra,Jhin,Alistar,Jax,Leona,Zoe,Irelia,Nautilus,Udyr,Braum
Twisted Fate,Camille,Zoe,Akali,Pantheon,Olaf,Renekton,Kai'Sa,Galio,Nidalee,Lucian,Orianna,Thresh,Kindred,Xayah,Hecarim,Lillia,Samira,Alistar,Jax
Viego,Nocturne,Lucian,Akali,Kalista,Xin Zhao,Lee Sin,Ziggs,Volibear,Gwen,Leona,LeBlanc,Sylas,Renekton,Twisted Fate,Jayce,Sejuani,Morgana,Gnar,Gangplank
Diana,Olaf,LeBlanc,Xin Zhao,Jayce,Twisted Fate,Viego,Lee Sin,Ryze,Volibear,Malzahar,Thresh,Rakan,Gwen,Nautilus,Jax,Aphelios,Varus,Leona,Kennen
Varus,Lucian,Tristana,Thresh,Gwen,Akali,Xin Zhao,Viego,Nocturne,Renekton,Kalista,Rumble,Braum,Senna,Lulu,Nautilus,Jhin,Sylas,Taric,Pantheon
Senna,Kalista,Lucian,Lee Sin,Udyr,Renekton,Rumble,Gwen,Karma,Ezreal,Leona,Xin Zhao,Jayce,Varus,Nocturne,Thresh,Kog'Maw,Zoe,Darius,Braum
Gnar,Ziggs,Lucian,Xin Zhao,Akali,Rumble,Viego,Renekton,Lee Sin,Gwen,Leona,LeBlanc,Varus,Thresh,Kalista,Braum,Ezreal,Ryze,Kai'Sa,Alistar
Kalista,Olaf,Renekton,Pantheon,Twisted Fate,Thresh,Kai'Sa,Lucian,Taliyah,Camille,Rell,Xayah,Udyr,Gragas,Lillia,Jax,Rakan,Jarvan IV,Orianna,Shen
Renekton,Lee Sin,Syndra,Irelia,Viego,Twisted Fate,Xin Zhao,Olaf,Kalista,Aphelios,Thresh,Orianna,LeBlanc,Jayce,Ryze,Leona,Rakan,Gangplank,Lulu,Tahm Kench
Ziggs,Thresh,Xin Zhao,Renekton,Jayce,Viego,Gwen,Lee Sin,Diana,Aphelios,Tahm Kench,Camille,Sett,Kalista,Zoe,Varus,Jhin,Galio,Nocturne,Leona
Viego,Thresh,Karma,Varus,Renekton,Senna,Nocturne,Lucian,Ezreal,Sett,Lillia,Rumble,Kai'Sa,Leona,Sivir,Gwen,Kennen,Kog'Maw,Lulu,Galio
Kalista,Xin Zhao,Ezreal,Nocturne,Akali,Thresh,Ziggs,Viego,Lee Sin,Jayce,Leona,LeBlanc,Lissandra,Kai'Sa,Ryze,Tristana,Varus,Volibear,Twisted Fate,Galio
Twisted Fate,Syndra,Aphelios,Rell,Irelia,Seraphine,Kai'Sa,Gnar,Olaf,Kindred,Jayce,Orianna,Viktor,Kalista,Lulu,Gragas,Xayah,Alistar,Zoe,Rakan
Viego,Kalista,Nocturne,Akali,Rumble,Xin Zhao,Lee Sin,Gwen,Ezreal,Diana,Senna,Karma,Ziggs,Olaf,Lucian,Jayce,Sett,Gnar,Azir,Irelia
Camille,Viego,Akali,Xin Zhao,Diana,Renekton,Lee Sin,Varus,Rumble,LeBlanc,Kalista,Sett,Volibear,Gwen,Gnar,Lucian,Sylas,Nautilus,Nocturne,Fiora
Udyr,Thresh,Kindred,Tristana,Renekton,Rell,Seraphine,Kai'Sa,Orianna,Graves,Sion,Gnar,Aphelios,Lillia,Xayah,Nidalee,Dr. Mundo,Ezreal,Alistar,Rakan
Akali,Xin Zhao,Thresh,Nocturne,LeBlanc,Viego,Gwen,Gnar,Diana,Volibear,Kalista,Nautilus,Leona,Varus,Sett,Tristana,Kai'Sa,Rell,Lucian,Yasuo
Nidalee,Camille,Gnar,Olaf,Taliyah,Pantheon,Renekton,Kai'Sa,Lillia,Aphelios,Thresh,Sett,Hecarim,Ornn,Sejuani,Gangplank,Aatrox,Lee Sin,Ryze,Irelia
Renekton,Akali,LeBlanc,Viego,Thresh,Diana,Xin Zhao,Lee Sin,Kalista,Gwen,Sylas,Ryze,Varus,Dr. Mundo,Kog'Maw,Volibear,Sett,Samira,Rell,Gragas
Sett,Xin Zhao,Kalista,Nocturne,Viego,Thresh,Lee Sin,Diana,Varus,Rumble,Renekton,Lucian,Senna,Gwen,Nautilus,Volibear,Leona,Kai'Sa,Alistar,Dr. Mundo
Thresh,Irelia,Diana,Olaf,Lucian,Lulu,Xin Zhao,Gwen,Viego,Gnar,LeBlanc,Kalista,Alistar,Nautilus,Braum,Lissandra,Leona,Tristana,Rakan,Malzahar
Nocturne,Xin Zhao,Ziggs,Diana,Thresh,Akali,Viego,Renekton,Lee Sin,Kalista,Sett,Aphelios,Gwen,Alistar,Rakan,Braum,Leona,LeBlanc,Dr. Mundo,Vladimir
Renekton,Twisted Fate,Aphelios,Pantheon,Camille,Udyr,Kai'Sa,Olaf,Xayah,Graves,Gragas,Gnar,Jayce,Rakan,Irelia,Leona,Rell,Orianna,Sett,Azir
Renekton,Xin Zhao,Thresh,Gwen,Lee Sin,Kalista,Nocturne,Viego,Diana,Akali,Varus,Lucian,LeBlanc,Lulu,Viktor,Xayah,Jhin,Nautilus,Twisted Fate,Leona
Zoe,Kai'Sa,Camille,Udyr,Seraphine,Gragas,Lillia,Alistar,Graves,Renekton,Tristana,Samira,Rakan,Azir,Lucian,Orianna,Viktor,Rell,Gnar,Irelia
Samira,Taliyah,Gnar,Lillia,Udyr,Kai'Sa,Olaf,Aphelios,Thresh,Seraphine,Kalista,Pantheon,Gragas,Renekton,Ornn,Gangplank,Orianna,Rell,Sion,Karma
Gnar,Udyr,Azir,Olaf,Seraphine,Rell,Gragas,Senna,Tahm Kench,Ashe,Lulu,Renekton,Hecarim,Nidalee,Ryze,Syndra,Twisted Fate,Tristana,Lillia,Kayn
Camille,Viego,Ziggs,Nocturne,Akali,Volibear,Xin Zhao,Gwen,Lee Sin,Varus,Jayce,Twisted Fate,Galio,Nautilus,Sylas,Thresh,Rakan,Rell,Ryze,Jhin
Gnar,Ziggs,Renekton,LeBlanc,Olaf,Syndra,Lee Sin,Jayce,Ryze,Diana,Yasuo,Trundle,Ashe,Thresh,Tahm Kench,Ezreal,Leona,Varus,Braum,Kalista
Zoe,Twisted Fate,Renekton,Olaf,Pantheon,Kai'Sa,Samira,Taliyah,Alistar,Udyr,Rell,Galio,Orianna,Vayne,Azir,Xayah,Tristana,Sylas,Gnar,Camille
Irelia,Renekton,Lucian,Ryze,Trundle,Jayce,Lee Sin,Xin Zhao,Leona,Varus,Braum,Ezreal,Syndra,Gangplank,Orianna,LeBlanc,Kennen,Zoe,Gnar,Sylas
Ziggs,Kalista,Aphelios,Lucian,Ryze,Gnar,Viego,Diana,Varus,Rumble,Renekton,Jayce,Jhin,Sett,Jinx,Lee Sin,Akali,Ezreal,Leona,Braum
Nocturne,Akali,Sett,Xin Zhao,Lee Sin,Viego,LeBlanc,Varus,Sylas,Volibear,Renekton,Ornn,Kalista,Kindred,Braum,Trundle,Thresh,Kai'Sa,Rakan,Graves
Zoe,Samira,Renekton,Camille,Akali,Ornn,Olaf,Graves,Leona,Syndra,Kai'Sa,Jhin,Alistar,LeBlanc,Maokai,Gragas,Twisted Fate,Shen,Kennen,Jayce
Diana,Ziggs,Irelia,Thresh,Viego,Xin Zhao,Gwen,Akali,Volibear,Lee Sin,Ezreal,Jayce,Alistar,Kai'Sa,Braum,Samira,Leona,Lucian,Tahm Kench,Aphelios
Camille,Nocturne,Ziggs,Viego,Xin Zhao,Akali,Lee Sin,Renekton,Gwen,Diana,Sett,Jayce,Kalista,Varus,Draven,Aphelios,Ezreal,Ashe,Braum,Rakan
Aphelios,Taliyah,Gnar,Seraphine,Irelia,Alistar,Rell,Xayah,Thresh,Pantheon,Kai'Sa,Syndra,Orianna,Olaf,Zoe,Udyr,Dr. Mundo,Viktor,Ornn,Volibear
Akali,Renekton,Diana,Nocturne,Viego,Xin Zhao,Lee Sin,Volibear,LeBlanc,Lissandra,Kalista,Thresh,Leona,Draven,Nautilus,Jinx,Aphelios,Rakan,Dr. Mundo,Gwen
Gwen,Xin Zhao,Irelia,Olaf,Aphelios,Diana,Jayce,Viego,Wukong,Lee Sin,Twisted Fate,Sylas,Ziggs,Leona,Ezreal,Varus,Ashe,Kalista,Braum,Rakan
Karma,Xin Zhao,Viego,Lee Sin,Akali,Nocturne,Gwen,Diana,Thresh,Kalista,Rek'Sai,Aphelios,Nautilus,Lucian,LeBlanc,Gnar,Renekton,Leona,Syndra,Sylas
Taliyah,Aphelios,Yone,Rell,Akali,Camille,Samira,Nidalee,Kai'Sa,Alistar,Zoe,Lucian,Olaf,Renekton,Ornn,Gangplank,Galio,Aatrox,Lillia,Gnar
Akali,Shaco,Xin Zhao,Nocturne,Gwen,Viego,Lee Sin,Leona,Diana,Aphelios,Thresh,Lucian,Twisted Fate,Ziggs,LeBlanc,Kalista,Varus,Zoe,Dr. Mundo,Gnar
Rell,Gragas,Nocturne,Renekton,Jayce,Tristana,Lillia,Hecarim,Kai'Sa,Kalista,Alistar,Sett,Irelia,Orianna,Camille,Sylas,Gnar,Wukong,Azir,Kassadin
Nocturne,Xin Zhao,Ziggs,Diana,Renekton,Varus,Viego,Thresh,Lee Sin,Camille,Akali,Aphelios,Kalista,Gwen,Ezreal,Karma,Jax,Nautilus,Kai'Sa,Galio
Skarner,Twisted Fate,Lillia,Udyr,Caitlyn,Thresh,Rell,Kai'Sa,Alistar,Azir,Hecarim,Sion,Aatrox,Corki,Tristana,Syndra,Olaf,Xayah,Fiora,Orianna
Zoe,Orianna,Renekton,Udyr,Alistar,Jayce,Hecarim,Lillia,Thresh,Kai'Sa,Gnar,Jinx,Rell,Camille,Sett,Wukong,Sion,Azir,Nautilus,Tristana
Lucian,Azir,Lillia,Renekton,Gragas,Hecarim,Udyr,Rell,Olaf,Alistar,Kalista,Tristana,Gnar,Yone,Orianna,Sylas,Sion,Syndra,Camille,Shen
Kalista,Lucian,Varus,Ezreal,Lulu,Akali,Renekton,Jinx,Volibear,Rumble,Sett,Azir,Jhin,Thresh,Leona,Gnar,Tahm Kench,Rakan,Kai'Sa,Lee Sin
Lucian,Taliyah,Olaf,Seraphine,Samira,Pantheon,Kai'Sa,Aphelios,Thresh,Lillia,Nautilus,Graves,Camille,Gnar,Aatrox,Zoe,Ornn,Orianna,Gangplank,Syndra
Lee Sin,Renekton,Thresh,Nocturne,Camille,Sett,Karma,Varus,Rumble,Xin Zhao,Jhin,Nautilus,Leona,Lucian,Alistar,Jax,Jayce,Wukong,Rell,Akali
Jayce,Aphelios,Tahm Kench,Kalista,Syndra,Xin Zhao,Varus,Viego,Diana,Olaf,Thresh,Jhin,Gwen,Orianna,Ryze,Lucian,Leona,Gnar,Sylas,Cassiopeia
Renekton,Seraphine,Thresh,Gnar,Hecarim,Lillia,Udyr,Rell,Olaf,Gragas,Camille,Sion,Viktor,Kai'Sa,Orianna,Zoe,Azir,Kalista,Syndra,Tristana
Galio,Renekton,Twisted Fate,Orianna,Tristana,Kai'Sa,Hecarim,Alistar,Lillia,Thresh,Jinx,Varus,Irelia,Aatrox,Cassiopeia,Gnar,Zoe,Sion,Azir,Gangplank
Thresh,Udyr,Irelia,Seraphine,Olaf,Rell,Tristana,Kalista,Lillia,Alistar,Hecarim,Lucian,Azir,Kled,Viktor,Gnar,Nautilus,Syndra,Renekton,Sion
Zoe,Kai'Sa,Camille,Udyr,Seraphine,Gragas,Lillia,Gnar,Alistar,Tristana,Azir,Samira,Jayce,Hecarim,Rakan,Kayn,Graves,Rell,Lucian,Ryze
Azir,Varus,Kalista,Lucian,Ezreal,Renekton,Karma,Akali,Lulu,Rumble,Sett,Kog'Maw,Rakan,Gnar,Nautilus,Lee Sin,Nocturne,Caitlyn,Twisted Fate,Volibear
Lucian,Udyr,Twisted Fate,Hecarim,Rell,Lillia,Tristana,Thresh,Aphelios,Skarner,Nautilus,Malphite,Renekton,Olaf,Sion,Graves,Nocturne,Gragas,Sylas,Qiyana
Sylas,Xin Zhao,LeBlanc,Ziggs,Lee Sin,Viego,Olaf,Lucian,Rumble,Aphelios,Thresh,Nautilus,Renekton,Draven,Dr. Mundo,Kalista,Varus,Viktor,Gwen,Jayce
Gnar,Aphelios,Kalista,Ziggs,Irelia,Jayce,Viego,Ryze,Varus,Diana,Leona,Xin Zhao,Jhin,Braum,Ezreal,Thresh,Renekton,Lucian,Kai'Sa,Alistar
Karma,Renekton,Viego,Lulu,Lucian,Udyr,Rumble,Nocturne,Ezreal,Akali,Varus,Twisted Fate,Tahm Kench,Sett,Thresh,Gwen,Leona,Braum,Lee Sin,Gnar
Xin Zhao,Viego,Ziggs,Lee Sin,Olaf,Sylas,Gwen,Aphelios,Thresh,Senna,Tahm Kench,Trundle,Lucian,Jayce,LeBlanc,Viktor,Orianna,Sejuani,Irelia,Jax
Ziggs,Kalista,Ryze,Ashe,Varus,Leona,Renekton,Lee Sin,LeBlanc,Aphelios,Azir,Jayce,Volibear,Jinx,Xin Zhao,Ezreal,Lulu,Thresh,Diana,Kog'Maw
Seraphine,Olaf,Hecarim,Udyr,Rell,Jax,Pantheon,Camille,Lillia,Taliyah,Renekton,Orianna,Azir,Alistar,Twisted Fate,Galio,Leona,Kai'Sa,Yone,Lucian
Udyr,Skarner,Kindred,Tristana,Seraphine,Azir,Lillia,Nidalee,Rell,Aphelios,Thresh,Jinx,Galio,Jayce,Gragas,Gnar,Renekton,Sion,Orianna,Syndra
Udyr,Seraphine,Lillia,Gnar,Kalista,Olaf,Rell,Kai'Sa,Renekton,Xayah,Graves,Nidalee,Twisted Fate,Galio,Gragas,Alistar,Leona,Mordekaiser,Viktor,Azir
Lucian,Xin Zhao,LeBlanc,Nocturne,Gwen,Viego,Diana,Gnar,Ryze,Lee Sin,Jayce,Leona,Thresh,Volibear,Braum,Rumble,Olaf,Sett,Ezreal,Kalista
Lucian,Rumble,Thresh,Udyr,Karma,Nocturne,Renekton,Gwen,Lee Sin,Volibear,Varus,Ezreal,Nidalee,Braum,Taliyah,Akali,Leona,Tahm Kench,Zoe,Syndra
Kalista,Akali,Renekton,Xin Zhao,Nocturne,Jayce,Lee Sin,Gwen,Viego,Camille,Ziggs,LeBlanc,Lissandra,Kai'Sa,Twisted Fate,Varus,Thresh,Nautilus,Malzahar,Aphelios
Tristana,Zoe,Camille,Twisted Fate,Pantheon,Taliyah,Olaf,Nidalee,Thresh,Renekton,Miss Fortune,Aphelios,Leona,Aatrox,Alistar,Lucian,Jayce,Karma,Seraphine,Orianna
Nidalee,Azir,Lillia,Camille,Renekton,Udyr,Kai'Sa,Gragas,Tristana,Rell,Gnar,Jayce,Orianna,Alistar,Skarner,Lucian,Hecarim,Karthus,Nocturne,Galio
Lulu,Karma,Lucian,Kalista,Renekton,Gangplank,Akali,Rumble,Varus,Ezreal,Volibear,Sett,Rakan,Twisted Fate,Bard,Nocturne,Tahm Kench,Viego,Yuumi,Orianna
Rell,Olaf,Udyr,Pantheon,Kai'Sa,Gragas,Taliyah,Renekton,Twisted Fate,Ryze,Quinn,Thresh,Alistar,Nidalee,Leona,Hecarim,Jarvan IV,Jhin,Nautilus,Kalista
Thresh,Renekton,Rell,Udyr,Hecarim,Lillia,Seraphine,Senna,Graves,Olaf,Tristana,Tahm Kench,Nautilus,Orianna,Rakan,Azir,Syndra,Gnar,Alistar,Jayce
Akali,Pantheon,Samira,Aphelios,Syndra,Olaf,Kai'Sa,Xayah,Gragas,Lillia,Leona,Alistar,Ornn,Lucian,Gangplank,Zoe,Gnar,Galio,Camille,Ryze
Irelia,Galio,Udyr,Twisted Fate,Pantheon,Olaf,Taliyah,Gragas,Rell,Kai'Sa,Renekton,Samira,Alistar,Gnar,Sett,Gangplank,Orianna,Syndra,Leona,Nocturne
Twisted Fate,Pantheon,Olaf,Taliyah,Quinn,Aphelios,Kai'Sa,Samira,Lillia,Udyr,Orianna,Yone,Galio,Gnar,Gragas,Alistar,Renekton,Gangplank,Rakan,Rell
Nidalee,Olaf,Graves,Pantheon,Elise,Renekton,Kai'Sa,Thresh,Aphelios,Lillia,Sett,Hecarim,Camille,Zilean,Syndra,Galio,Orianna,Gnar,Azir,Irelia
Azir,Seraphine,Udyr,Olaf,Rell,Renekton,Taliyah,Pantheon,Camille,Gnar,Kai'Sa,Twisted Fate,Alistar,Xayah,Sett,Samira,Kog'Maw,Shen,Gragas,Thresh
Renekton,Udyr,Thresh,Olaf,Syndra,Gnar,Kai'Sa,Gragas,Rell,Alistar,Aatrox,Samira,Azir,Jayce,Taliyah,Lucian,Twisted Fate,Nidalee,Orianna,Camille
Nocturne,Ziggs,Viego,Renekton,Xin Zhao,Varus,Diana,Kalista,Lee Sin,Lucian,Sett,Azir,Kai'Sa,Gwen,Aphelios,Rell,Leona,Ashe,Alistar,Gnar
Zoe,Samira,Twisted Fate,Kai'Sa,Azir,Nidalee,Renekton,Gnar,Udyr,Sejuani,Camille,Syndra,Tristana,Ezreal,Thresh,Varus,Rell,Galio,Xayah,Vayne
Viego,Gnar,Jayce,Xin Zhao,Nocturne,Lucian,Lee Sin,Renekton,Varus,Kalista,Leona,Gwen,LeBlanc,Rumble,Sett,Braum,Alistar,Ornn,Akali,Diana
Nidalee,Twisted Fate,Renekton,Camille,Pantheon,Akali,Olaf,Kai'Sa,Graves,Aphelios,Thresh,Zoe,Orianna,Sett,Galio,Leona,Gnar,Rumble,Jayce,Alistar
Renekton,Senna,Karma,Gwen,Varus,Akali,Lulu,Nocturne,Rumble,Udyr,Kog'Maw,Tristana,Sett,Orianna,Lee Sin,Nautilus,Leona,Viego,Sylas,Lucian
Azir,Renekton,Olaf,Udyr,Gnar,Kai'Sa,Hecarim,Tristana,Lillia,Xayah,Rell,Alistar,Shen,Orianna,Ryze,Jayce,Viktor,Ekko,Aatrox,Sion
Lucian,Gragas,Tristana,Thresh,Renekton,Kai'Sa,Hecarim,Olaf,Kalista,Xayah,Alistar,Nautilus,Syndra,Malphite,Twisted Fate,Irelia,Jayce,Sion,Orianna,Zoe
Thresh,Senna,Tristana,Seraphine,Rell,Udyr,Kai'Sa,Aphelios,Lillia,Hecarim,Gragas,Gnar,Lulu,Sett,Galio,Alistar,Leona,Sion,Zoe,Azir
Lucian,Gwen,Thresh,LeBlanc,Nocturne,Twisted Fate,Akali,Dr. Mundo,Xin Zhao,Viego,Volibear,Sylas,Varus,Kalista,Aphelios,Galio,Tristana,Xayah,Leona,Alistar
Thresh,Ziggs,Renekton,Jayce,Twisted Fate,Xin Zhao,Viego,Lee Sin,Varus,Diana,Gwen,Tahm Kench,Jhin,LeBlanc,Ashe,Zoe,Trundle,Kalista,Sett,Orianna
